isinla,councildist,lat,lng,city,state,deptnum,deptname,employeecount,gross
FALSE,,40.1652335,-111.6107526,Springville,UT,70,Police,1,137163.5
FALSE,,37.0965278,-113.5684164,St George,UT,38,Fire,1,190374.15
FALSE,,37.0965278,-113.5684164,St. George,UT,38,Fire,1,166526.01
FALSE,,33.8028875,-117.9931203,Stanton,CA,04,Airports,1,133569.88
FALSE,,33.8028875,-117.9931203,Stanton,CA,33,El Pueblo De Los Angeles Historical Monument Authority,1,37114.22
FALSE,,33.8028875,-117.9931203,Stanton,CA,39,Office of Finance,1,7364.63
FALSE,,33.8028875,-117.9931203,Stanton,CA,43,Los Angeles Housing,1,54838.4
FALSE,,33.8028875,-117.9931203,Stanton,CA,66,Personnel,1,75480.08
FALSE,,33.8028875,-117.9931203,Stanton,CA,70,Police,4,338922.11
FALSE,,33.8028875,-117.9931203,Stanton,CA,76,Public Works - Contract Administration,1,137773.62
FALSE,,33.8028875,-117.9931203,Stanton,CA,84,Public Works - Street Lighting,1,110039.4
FALSE,,33.8028875,-117.9931203,Stanton,CA,86,Public Works - Street Services,1,101261.05
FALSE,,33.8028875,-117.9931203,Stanton,CA,88,Recreation and Parks,1,15400.15
FALSE,,43.6921071,-116.4934631,Star,ID,38,Fire,7,1141957.9
FALSE,,33.8028875,-117.9931203,Staton,CA,70,Police,1,152765.5
FALSE,,34.3931105,-118.5907538,Stevensens Ranch,CA,70,Police,1,167137.21
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,04,Airports,3,468925.91
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,08,Building and Safety,4,769724.33
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,12,City Attorney,1,261017.09
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,13,Cannabis Regulation,2,237356.11
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,26,Controller,1,121801.2
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,28,Council,1,72243.84
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,38,Fire,12,2183512.57
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,40,General Services,1,103757.24
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,42,Harbor,1,160450.24
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,44,Library,3,82226.04
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,64,Pension,1,112874.58
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,70,Police,66,10203609.67
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,78,Public Works - Engineering,1,127344.72
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,82,Public Works - Sanitation,7,619768.41
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,88,Recreation and Parks,2,249544.76
FALSE,,34.3931105,-118.5907538,Stevenson Ranch,CA,94,Transportation,2,200378.08
FALSE,,34.3931105,-118.5907538,Stevenson Rnch,CA,70,Police,1,125659.4
FALSE,,34.3931105,-118.5907538,Stevensons Ranch,CA,70,Police,1,162040.39
FALSE,,27.197548,-80.2528257,Stuart,FL,38,Fire,1,115144.14
TRUE,4,34.1395597,-118.3870991,Studio City,CA,04,Airports,1,109722.23
TRUE,4,34.1395597,-118.3870991,Studio City,CA,10,City Administrative Officer,2,130924.91
TRUE,4,34.1395597,-118.3870991,Studio City,CA,12,City Attorney,5,1067076.64
TRUE,4,34.1395597,-118.3870991,Studio City,CA,13,Cannabis Regulation,1,1350
TRUE,4,34.1395597,-118.3870991,Studio City,CA,22,Economic and Workforce Development Department,1,162025.62
TRUE,4,34.1395597,-118.3870991,Studio City,CA,30,Cultural Affairs,4,341197.29
TRUE,4,34.1395597,-118.3870991,Studio City,CA,38,Fire,5,1183011.08
TRUE,4,34.1395597,-118.3870991,Studio City,CA,40,General Services,2,117146.06
TRUE,4,34.1395597,-118.3870991,Studio City,CA,43,Los Angeles Housing,2,238934.24
TRUE,4,34.1395597,-118.3870991,Studio City,CA,44,Library,6,163440.78
TRUE,4,34.1395597,-118.3870991,Studio City,CA,46,Mayor,1,56663.36
TRUE,4,34.1395597,-118.3870991,Studio City,CA,66,Personnel,1,
TRUE,4,34.1395597,-118.3870991,Studio City,CA,68,City Planning,6,813707.49
TRUE,4,34.1395597,-118.3870991,Studio City,CA,70,Police,13,1217155.71
TRUE,4,34.1395597,-118.3870991,Studio City,CA,78,Public Works - Engineering,1,
TRUE,4,34.1395597,-118.3870991,Studio City,CA,82,Public Works - Sanitation,6,372832.88
TRUE,4,34.1395597,-118.3870991,Studio City,CA,87,Zoo,1,
TRUE,4,34.1395597,-118.3870991,Studio City,CA,88,Recreation and Parks,12,110635.1
TRUE,4,34.1395597,-118.3870991,Studio City,CA,94,Transportation,3,137111.31
FALSE,,33.1384479,-95.6010668,Sulphur Springs,TX,38,Fire,1,129359.38
FALSE,,33.7091878,-117.1972566,Sun City,CA,38,Fire,2,314853.03
FALSE,,33.7091878,-117.1972566,Sun City,CA,86,Public Works - Street Services,1,77990.94
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,04,Airports,5,443544.21
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,06,Animal Services,1,77313.29
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,08,Building and Safety,5,470476.41
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,12,City Attorney,2,193157.48
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,14,City Clerk,1,72327.36
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,21,Community Investment for Families Department,1,30045.6
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,26,Controller,1,67632.4
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,28,Council,4,337992.78
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,30,Cultural Affairs,2,11123.91
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,38,Fire,7,1111942
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,40,General Services,5,321778.75
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,42,Harbor,2,92086.07
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,43,Los Angeles Housing,2,150563.76
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,44,Library,4,6726.83
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,47,Neighborhood Empowerment,1,
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,64,Pension,1,85280
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,66,Personnel,2,85133.78
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,70,Police,30,2974061.32
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,76,Public Works - Contract Administration,2,146865.4
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,78,Public Works - Engineering,2,114858.76
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,82,Public Works - Sanitation,12,895762.45
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,84,Public Works - Street Lighting,2,189015.76
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,86,Public Works - Street Services,6,486689.93
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,87,Zoo,4,224405.18
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,88,Recreation and Parks,69,1203028.43
TRUE,6,34.2279298,-118.3812562,Sun Valley,CA,94,Transportation,9,406377.03
TRUE,7,34.2596475,-118.3082747,Sunland,CA,04,Airports,3,297437.86
TRUE,7,34.2596475,-118.3082747,Sunland,CA,06,Animal Services,1,67614.6
TRUE,7,34.2596475,-118.3082747,Sunland,CA,08,Building and Safety,7,765262.65
TRUE,7,34.2596475,-118.3082747,Sunland,CA,10,City Administrative Officer,1,6252.8
TRUE,7,34.2596475,-118.3082747,Sunland,CA,12,City Attorney,1,19362.56
TRUE,7,34.2596475,-118.3082747,Sunland,CA,21,Community Investment for Families Department,1,26632.8
TRUE,7,34.2596475,-118.3082747,Sunland,CA,28,Council,3,284930.16
TRUE,7,34.2596475,-118.3082747,Sunland,CA,38,Fire,3,403383.28
TRUE,7,34.2596475,-118.3082747,Sunland,CA,39,Office of Finance,2,99393.83
TRUE,7,34.2596475,-118.3082747,Sunland,CA,40,General Services,9,742183.56
TRUE,7,34.2596475,-118.3082747,Sunland,CA,42,Harbor,1,143955.85
TRUE,7,34.2596475,-118.3082747,Sunland,CA,43,Los Angeles Housing,4,427649.7
TRUE,7,34.2596475,-118.3082747,Sunland,CA,44,Library,6,167250.64
TRUE,7,34.2596475,-118.3082747,Sunland,CA,66,Personnel,1,54560.08
TRUE,7,34.2596475,-118.3082747,Sunland,CA,68,City Planning,1,27058
TRUE,7,34.2596475,-118.3082747,Sunland,CA,70,Police,22,2477847.03
TRUE,7,34.2596475,-118.3082747,Sunland,CA,78,Public Works - Engineering,1,143802.73
TRUE,7,34.2596475,-118.3082747,Sunland,CA,82,Public Works - Sanitation,8,633383.22
TRUE,7,34.2596475,-118.3082747,Sunland,CA,84,Public Works - Street Lighting,3,249515.7
TRUE,7,34.2596475,-118.3082747,Sunland,CA,86,Public Works - Street Services,2,254611.35
TRUE,7,34.2596475,-118.3082747,Sunland,CA,87,Zoo,1,70629.91
TRUE,7,34.2596475,-118.3082747,Sunland,CA,88,Recreation and Parks,14,233024.14
TRUE,7,34.2596475,-118.3082747,Sunland,CA,94,Transportation,3,262183.91
FALSE,,33.7207336,-118.0735739,Sunset Beach,CA,38,Fire,1,125775.74
TRUE,6,34.2279298,-118.3812562,Sunvalley,CA,88,Recreation and Parks,1,62304.03
FALSE,,33.7271486,-118.0819073,Surfside,CA,70,Police,1,150272.21
FALSE,,33.6292337,-112.3679279,Surprise,AZ,70,Police,1,85704.24
TRUE,7,34.3058279,-118.4571974,"Sylm,Ar",CA,88,Recreation and Parks,1,16974
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,02,Aging,2,100206.6
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,04,Airports,16,1756962.65
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,06,Animal Services,8,617561.73
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,08,Building and Safety,17,1860164.16
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,10,City Administrative Officer,1,153067.2
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,12,City Attorney,6,613899.68
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,14,City Clerk,1,70644.16
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,16,City Employees Retirement System,3,284610.21
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,17,City Ethics Commission,1,80436.56
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,19,Youth Development Department,1,2989.8
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,21,Community Investment for Families Department,2,52617.6
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,26,Controller,2,136762.24
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,28,Council,7,471873.52
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,30,Cultural Affairs,2,69907.92
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,32,Information Technology Agency,2,174932.44
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,38,Fire,18,2651812.75
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,39,Office of Finance,5,220296.24
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,40,General Services,16,1135638.73
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,42,Harbor,4,470011.52
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,43,Los Angeles Housing,11,1096044.14
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,44,Library,27,1202776.14
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,64,Pension,2,217930.79
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,66,Personnel,6,472696.28
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,68,City Planning,3,243228
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,70,Police,125,13539075.08
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,74,Public Works - Board of Public Works,2,232657.28
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,76,Public Works - Contract Administration,4,433433.5
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,78,Public Works - Engineering,6,602325.37
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,82,Public Works - Sanitation,60,4763406.07
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,84,Public Works - Street Lighting,4,303475.12
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,86,Public Works - Street Services,33,2807643.43
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,87,Zoo,7,368979.04
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,88,Recreation and Parks,181,2999984.27
TRUE,7,34.3058279,-118.4571974,Sylmar,CA,94,Transportation,23,1606332.45
TRUE,7,34.3058279,-118.4571974,Symar,CA,08,Building and Safety,1,43689.45
TRUE,7,34.3058279,-118.4571974,Symar,CA,86,Public Works - Street Services,1,72369.78
TRUE,15,33.7360619,-118.2922461,San Pedro,CA,44,Library,1,111778.49
FALSE,,33.954737,-118.2120161,South Gate,CA,44,Library,1,293.44
FALSE,,27.950575,-82.4571776,Tampa,FL,38,Fire,1,144716.06
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,04,Airports,2,202036.4
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,06,Animal Services,2,149231.34
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,08,Building and Safety,2,413047.54
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,12,City Attorney,2,384944.99
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,14,City Clerk,1,34061.49
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,28,Council,6,354750.33
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,30,Cultural Affairs,2,35570.18
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,32,Information Technology Agency,1,197310.63
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,38,Fire,3,458756.03
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,39,Office of Finance,1,86673.38
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,40,General Services,3,276584.68
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,43,Los Angeles Housing,1,56829.31
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,44,Library,4,131856.85
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,64,Pension,1,250437.29
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,66,Personnel,2,8100
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,70,Police,18,2136248.79
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,76,Public Works - Contract Administration,1,134029.53
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,78,Public Works - Engineering,4,388801.56
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,82,Public Works - Sanitation,6,567610.94
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,84,Public Works - Street Lighting,1,92777.16
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,86,Public Works - Street Services,2,235561.38
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,88,Recreation and Parks,49,601073.97
TRUE,3,34.1494848,-118.5506158,Tarzana,CA,94,Transportation,3,244794.24
FALSE,,35.1321877,-118.4489739,Tehachapi,CA,04,Airports,2,307755.32
FALSE,,35.1321877,-118.4489739,Tehachapi,CA,38,Fire,10,1908647.03
FALSE,,35.1321877,-118.4489739,Tehachapi,CA,40,General Services,1,113189.76
FALSE,,35.1321877,-118.4489739,Tehachapi,CA,70,Police,2,252452.77
FALSE,,35.1321877,-118.4489739,Tehachapi,CA,82,Public Works - Sanitation,3,275332.02
FALSE,,35.1321877,-118.4489739,Tehachapi,CA,86,Public Works - Street Services,1,85030.53
FALSE,,33.4936391,-117.1483648,Temecula,CA,04,Airports,1,130423.54
FALSE,,33.4936391,-117.1483648,Temecula,CA,38,Fire,37,8052604.82
FALSE,,33.4936391,-117.1483648,Temecula,CA,42,Harbor,1,154249.59
FALSE,,33.4936391,-117.1483648,Temecula,CA,66,Personnel,1,96593.15
FALSE,,33.4936391,-117.1483648,Temecula,CA,70,Police,11,1359572.91
FALSE,,33.4936391,-117.1483648,Temecula,CA,88,Recreation and Parks,1,10805.84
FALSE,,33.7666071,-117.4872029,Temescal Valley,CA,38,Fire,1,316589.23
FALSE,,34.1072305,-118.0578456,Temple City,CA,02,Aging,1,53241.84
FALSE,,34.1072305,-118.0578456,Temple City,CA,04,Airports,7,701789.14
FALSE,,34.1072305,-118.0578456,Temple City,CA,06,Animal Services,2,98665.32
FALSE,,34.1072305,-118.0578456,Temple City,CA,08,Building and Safety,9,994640.1
FALSE,,34.1072305,-118.0578456,Temple City,CA,12,City Attorney,5,567059.96
FALSE,,34.1072305,-118.0578456,Temple City,CA,14,City Clerk,1,54517.55
FALSE,,34.1072305,-118.0578456,Temple City,CA,16,City Employees Retirement System,1,88530.76
FALSE,,34.1072305,-118.0578456,Temple City,CA,22,Economic and Workforce Development Department,1,83782
FALSE,,34.1072305,-118.0578456,Temple City,CA,26,Controller,3,322956.48
FALSE,,34.1072305,-118.0578456,Temple City,CA,30,Cultural Affairs,1,1507.11
FALSE,,34.1072305,-118.0578456,Temple City,CA,32,Information Technology Agency,8,893495.72
FALSE,,34.1072305,-118.0578456,Temple City,CA,38,Fire,7,1281355.86
FALSE,,34.1072305,-118.0578456,Temple City,CA,39,Office of Finance,5,558586.28
FALSE,,34.1072305,-118.0578456,Temple City,CA,40,General Services,10,926703.72
FALSE,,34.1072305,-118.0578456,Temple City,CA,42,Harbor,3,474286.12
FALSE,,34.1072305,-118.0578456,Temple City,CA,43,Los Angeles Housing,5,511607.75
FALSE,,34.1072305,-118.0578456,Temple City,CA,44,Library,3,240878.83
FALSE,,34.1072305,-118.0578456,Temple City,CA,64,Pension,1,109045.63
FALSE,,34.1072305,-118.0578456,Temple City,CA,66,Personnel,3,87250.91
FALSE,,34.1072305,-118.0578456,Temple City,CA,68,City Planning,2,130444.84
FALSE,,34.1072305,-118.0578456,Temple City,CA,70,Police,28,3226738.61
FALSE,,34.1072305,-118.0578456,Temple City,CA,74,Public Works - Board of Public Works,3,285567.43
FALSE,,34.1072305,-118.0578456,Temple City,CA,76,Public Works - Contract Administration,1,105719.44
FALSE,,34.1072305,-118.0578456,Temple City,CA,78,Public Works - Engineering,4,408988.9
FALSE,,34.1072305,-118.0578456,Temple City,CA,82,Public Works - Sanitation,7,669385.18
FALSE,,34.1072305,-118.0578456,Temple City,CA,84,Public Works - Street Lighting,1,125668.8
FALSE,,34.1072305,-118.0578456,Temple City,CA,86,Public Works - Street Services,2,229466.37
FALSE,,34.1072305,-118.0578456,Temple City,CA,87,Zoo,1,131378.4
FALSE,,34.1072305,-118.0578456,Temple City,CA,88,Recreation and Parks,5,30226.19
FALSE,,34.1072305,-118.0578456,Temple City,CA,94,Transportation,8,979113.81
FALSE,,35.5496939,-120.7060049,Templeton,CA,38,Fire,2,290081.76
FALSE,,35.5174913,-86.5804473,Tennesse,TN,38,Fire,1,235893.3
FALSE,,36.778261,-119.4179324,Thompson Stati,CA,38,Fire,1,216161.65
FALSE,,34.1705609,-118.8375937,Thousan Oaks,CA,70,Police,1,132981.8
FALSE,,37.8954586,-122.2794386,Thousand Oak,CA,70,Police,1,102995.44
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,04,Airports,2,324238.64
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,06,Animal Services,2,108043.32
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,08,Building and Safety,4,672420.1
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,10,City Administrative Officer,1,208301.28
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,12,City Attorney,2,330801.68
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,26,Controller,2,265852
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,28,Council,1,56444.8
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,32,Information Technology Agency,1,108844.42
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,38,Fire,80,18234878.28
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,40,General Services,2,239960.88
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,43,Los Angeles Housing,3,187451.54
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,44,Library,4,117646.24
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,66,Personnel,1,133255.91
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,68,City Planning,1,72927.6
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,70,Police,51,7176209.92
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,76,Public Works - Contract Administration,2,302900.85
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,78,Public Works - Engineering,4,435761.7
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,82,Public Works - Sanitation,4,417196.98
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,87,Zoo,2,138517.74
FALSE,,34.1705609,-118.8375937,Thousand Oaks,CA,88,Recreation and Parks,2,60388.14
TRUE,7,34.2596475,-118.3082747,Tojunga,CA,82,Public Works - Sanitation,1,
FALSE,,41.6528052,-83.5378674,Toledo,OH,70,Police,1,127388.51
TRUE,2,34.1501794,-118.3549609,Toluca,CA,68,City Planning,1,38787.2
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,08,Building and Safety,1,120000.96
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,12,City Attorney,1,28739.21
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,30,Cultural Affairs,3,137847.79
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,32,Information Technology Agency,1,94539.41
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,38,Fire,1,322189.68
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,39,Office of Finance,1,16694.4
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,66,Personnel,1,0
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,70,Police,3,547651.96
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,87,Zoo,2,174001.93
TRUE,2,34.1501794,-118.3549609,Toluca Lake,CA,88,Recreation and Parks,1,5356.04
TRUE,2,34.1605876,-118.3593437,Toluca Woods,CA,88,Recreation and Parks,1,8786.73
FALSE,,34.0919452,-118.6021321,Topanga,CA,28,Council,1,95080.64
FALSE,,34.0919452,-118.6021321,Topanga,CA,30,Cultural Affairs,1,32581.5
FALSE,,34.0919452,-118.6021321,Topanga,CA,38,Fire,3,586411.94
FALSE,,34.0919452,-118.6021321,Topanga,CA,44,Library,1,0
FALSE,,34.0919452,-118.6021321,Topanga,CA,70,Police,2,348126.53
FALSE,,34.0919452,-118.6021321,Topanga,CA,88,Recreation and Parks,4,25979.21
FALSE,,33.8358492,-118.3406288,Torrace,CA,38,Fire,1,166578.42
FALSE,,33.8358492,-118.3406288,Torrance,CA,04,Airports,109,11104115.53
FALSE,,33.8358492,-118.3406288,Torrance,CA,06,Animal Services,2,58652.45
FALSE,,33.8358492,-118.3406288,Torrance,CA,08,Building and Safety,10,1050178.9
FALSE,,33.8358492,-118.3406288,Torrance,CA,10,City Administrative Officer,2,3139.5
FALSE,,33.8358492,-118.3406288,Torrance,CA,12,City Attorney,9,1448934.37
FALSE,,33.8358492,-118.3406288,Torrance,CA,16,City Employees Retirement System,1,184196
FALSE,,33.8358492,-118.3406288,Torrance,CA,17,City Ethics Commission,1,119640.08
FALSE,,33.8358492,-118.3406288,Torrance,CA,22,Economic and Workforce Development Department,1,73408.97
FALSE,,33.8358492,-118.3406288,Torrance,CA,26,Controller,1,110611.12
FALSE,,33.8358492,-118.3406288,Torrance,CA,30,Cultural Affairs,2,2162.13
FALSE,,33.8358492,-118.3406288,Torrance,CA,32,Information Technology Agency,1,146824.72
FALSE,,33.8358492,-118.3406288,Torrance,CA,35,Emergency Management,1,
FALSE,,33.8358492,-118.3406288,Torrance,CA,38,Fire,52,9195267.26
FALSE,,33.8358492,-118.3406288,Torrance,CA,39,Office of Finance,6,461524.74
FALSE,,33.8358492,-118.3406288,Torrance,CA,40,General Services,20,1742141.97
FALSE,,33.8358492,-118.3406288,Torrance,CA,42,Harbor,45,4722862.2
FALSE,,33.8358492,-118.3406288,Torrance,CA,43,Los Angeles Housing,8,560762.75
FALSE,,33.8358492,-118.3406288,Torrance,CA,44,Library,18,959041.96
FALSE,,33.8358492,-118.3406288,Torrance,CA,64,Pension,1,
FALSE,,33.8358492,-118.3406288,Torrance,CA,66,Personnel,7,490594.8
FALSE,,33.8358492,-118.3406288,Torrance,CA,68,City Planning,2,309322.55
FALSE,,33.8358492,-118.3406288,Torrance,CA,70,Police,164,21515049.24
FALSE,,33.8358492,-118.3406288,Torrance,CA,74,Public Works - Board of Public Works,2,155994.81
FALSE,,33.8358492,-118.3406288,Torrance,CA,76,Public Works - Contract Administration,2,194516.16
FALSE,,33.8358492,-118.3406288,Torrance,CA,78,Public Works - Engineering,14,1615071.67
FALSE,,33.8358492,-118.3406288,Torrance,CA,82,Public Works - Sanitation,42,4280769.57
FALSE,,33.8358492,-118.3406288,Torrance,CA,84,Public Works - Street Lighting,3,293190.97
FALSE,,33.8358492,-118.3406288,Torrance,CA,86,Public Works - Street Services,7,525757.24
FALSE,,33.8358492,-118.3406288,Torrance,CA,87,Zoo,3,191048.02
FALSE,,33.8358492,-118.3406288,Torrance,CA,88,Recreation and Parks,60,1844186.74
FALSE,,33.8358492,-118.3406288,Torrance,CA,94,Transportation,11,944028.83
FALSE,,33.6655081,-117.5869862,Trabuco Canyon,CA,12,City Attorney,1,181814.96
FALSE,,33.6655081,-117.5869862,Trabuco Canyon,CA,38,Fire,5,1264850.51
FALSE,,33.6655081,-117.5869862,Trabuco Canyon,CA,70,Police,5,760225.5
FALSE,,33.6655081,-117.5869862,Trabuco Canyon,CA,78,Public Works - Engineering,1,141656.72
FALSE,,33.6655081,-117.5869862,Trabuco Canyon,CA,88,Recreation and Parks,1,0
FALSE,,33.6655081,-117.5869862,Trabuco Cyn,CA,70,Police,1,152508.66
FALSE,,37.7395818,-121.4260018,Tracy,CA,46,Mayor,1,55324.53
TRUE,7,34.2596475,-118.3082747,Tujuga,CA,08,Building and Safety,1,109508.45
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,04,Airports,1,133789.13
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,08,Building and Safety,7,764406.7
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,12,City Attorney,4,349228.8
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,14,City Clerk,1,74985.68
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,16,City Employees Retirement System,2,241536.58
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,28,Council,3,290651.69
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,30,Cultural Affairs,1,23307.91
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,32,Information Technology Agency,2,249945.49
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,38,Fire,3,569829.63
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,39,Office of Finance,1,9274.2
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,40,General Services,3,145766.85
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,43,Los Angeles Housing,5,419880.71
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,44,Library,11,646984.72
TRUE,7,34.2596475,-118.3082747,Tujunga,CA,64,Pension,1,157280.8
